npvi,type,lang,groupid
53.4687778903783,desc,English,1
37.9833201710156,song,English,1
47.5133786262735,desc,Fante,69
55.9093148552663,song,Fante,69
40.5033948504183,desc,Macedonian,2
64.1685589605899,song,Macedonian,2
52.8453569744389,desc,Italian,3
45.4712542919401,song,Italian,3
56.4223589056631,song,Guarani,61
49.016486918925,desc,Guarani,61
55.0380019981982,desc,Portuguese,4
31.7575255226849,song,Portuguese,4
54.6834905262708,desc,English,5
14.5140464834614,song,English,5
50.5030445171184,desc,Ronga,6
40.729567479875,song,Ronga,6
69.1592793723255,desc,Swedish,7
65.7901474762843,song,Swedish,7
40.059253861825,desc,Hindi,8
38.7735162692715,song,Hindi,8
55.7702008736644,desc,Bulgarian,9
39.502920728466,song,Bulgarian,9
55.1377701175156,desc,Greek,10
40.4889490000022,song,Greek,10
50.5800375901856,desc,Mandarin,11
32.4412831144398,song,Mandarin,11
59.9347053134041,desc,German,12
34.315385557463,song,German,12
42.3368286644631,desc,Yoruba,13
41.47925279701,song,Yoruba,13
41.7276846497252,desc,Japanese,14
50.8189879058326,song,Japanese,14
41.4082885913701,desc,Thai,15
82.8995751837465,song,Thai,15
47.4936004124032,desc,Spanish,16
54.7284866993984,song,Spanish,16
60.7216568548369,desc,Balinese,17
62.5358113258679,song,Balinese,17
61.2240185101932,desc,Ngarigu,71
28.6599509067553,song,Ngarigu,71
54.770378639053,desc,Chilean,18
67.3178858790037,song,Chilean,18
61.9054358567931,desc,Twi,68
22.3051944498256,song,Twi,68
59.0874245773385,desc,English,19
44.4390849984006,song,English,19
35.5555949183834,song,Spanish,62
46.92577902996,desc,Spanish,62
40.6483574370993,desc,Dutch,63
50.8579151784946,song,Dutch,63
60.1287365806036,desc,Wolof,20
38.7284117328066,song,Wolof,20
55.7455232869233,desc,Hebrew,21
47.0277714548891,song,Hebrew,21
48.2776520118672,desc,Catalan,22
42.6614716485842,song,Catalan,22
52.0662574822722,desc,Portuguese,23
48.993549762162,song,Portuguese,23
37.2804314818592,desc,Amamidialect,24
83.3371485532659,song,Amamidialect,24
48.5723889250223,desc,Swahili,25
48.4905984818665,song,Swahili,25
60.1412188203057,desc,Dutch,26
61.0731593816998,song,Dutch,26
46.570553990103,desc,Spanish,27
45.3276295840749,song,Spanish,27
37.2496032061872,desc,Punjabi,28
35.4970168577045,song,Punjabi,28
35.9664612421358,desc,HainanHua,29
43.4657660805575,song,HainanHua,29
77.0490832765903,desc,Williche,30
55.670220863078,song,Williche,30
58.548346966516,desc,Euskara,31
75.6481672942375,song,Euskara,31
52.361490339317,desc,Danish,32
46.3405167655583,song,Danish,32
57.4236991096246,desc,Hebrew,33
53.1961186381154,song,Hebrew,33
54.7413756445026,desc,IsiXhosa,34
81.2972033460447,song,IsiXhosa,34
45.1255301910266,desc,Turkish,35
75.8323857977546,song,Turkish,35
49.3744905444149,desc,Ukrainian,36
36.5315329799714,song,Ukrainian,36
49.1999330386476,desc,Marathi,37
36.8502339884653,song,Marathi,37
63.668194930854,desc,English,38
63.8105092966453,song,English,38
50.9851118897841,desc,French,39
38.7926989951041,song,French,39
55.1271317493936,desc,English,40
44.7848331851635,song,English,40
47.205872616946,desc,Azerbaijani,41
40.5178507809478,song,Azerbaijani,41
45.9121011793969,desc,Russian,42
62.4331906762004,song,Russian,42
50.5858730952241,song,Cantonese,64
33.0226184847777,desc,Cantonese,64
65.9704572627767,song,Rikbaktsa,66
46.2705726808402,desc,Rikbaktsa,66
32.4903879317631,desc,Urdu,43
25.8213033999063,song,Urdu,43
44.3032556272906,desc,Lithuanian,44
50.196405958554,song,Lithuanian,44
47.6317413686694,desc,Korean,45
66.957318701121,song,Korean,45
44.9762564214089,desc,Farsi,46
25.4033924808573,song,Farsi,46
61.8422517910111,desc,Persian,47
51.5235795545302,song,Persian,47
48.059955669946,desc,Kannada,48
49.6576859622335,song,Kannada,48
58.1076692030324,desc,Japanese,49
52.0809330301067,song,Japanese,49
50.5115990625208,song,Burmese,65
32.2529250783376,desc,Burmese,65
39.9075385669834,desc,Te Reo Māori,70
50.365668387625,song,Te Reo Māori,70
32.3926216321229,song,Gaeilge,67
43.2235119488893,desc,Gaeilge,67
52.1323050534318,desc,English,50
53.2769623014903,song,English,50
44.5091530084685,desc,Georgian,51
33.5902460731505,song,Georgian,51
44.2666468087903,desc,Puri,52
56.3921321614798,song,Puri,52
36.3338802200163,desc,Norwegian,53
54.0741874039641,song,Norwegian,53
54.2713363178987,desc,Kuikuro,54
35.3665820917563,song,Kuikuro,54
41.1392265895309,desc,Ainu,55
29.0068976651711,song,Ainu,55
39.9691408186909,desc,Slovenian,56
37.8603696701454,song,Slovenian,56
58.9478623585103,desc,Portuguese,57
51.1644748556814,song,Portuguese,57
47.0622577347034,desc,Polish,58
21.235782310758,song,Polish,58
56.3355643600475,desc,DutchFlemish,59
36.5344398293935,song,DutchFlemish,59
64.475262782683,desc,Japanese,60
49.5872723515046,song,Japanese,60
